*chamber,*recipe,*start_time,*end_time,*pjid,*cjid,*slot,Gas2 P1 Press[_kgf/cm2G]_-1_Avg,LowerTemp[degC]_-1_Avg,Gas14 P2 Press[_kgf/cm2G]_-1_Avg,Gas6 P2 Press[_kgf/cm2G]_-1_Avg,Gas5 Temp[degC]_-1_Avg,Gas16 Temp[degC]_-1_Avg,HF Phase_-1_Avg,APC Position[deg]_-1_Avg,Gas12 Temp[degC]_-1_Avg,Gas16 P1 Press[_kgf/cm2G]_-1_Avg,Gas9 Temp[degC]_-1_Avg,C4F8  (14)Flow@[SCCM]_-1_Avg,DeposhieldHeat OutPut[%]_-1_Avg,Gas14 Valve Output[%]_-1_Avg,Gas6 Valve Output[%]_-1_Avg,Gas8 P1 Press[_kgf/cm2G]_-1_Avg,Gas11 P1 Press[_kgf/cm2G]_-1_Avg,Pin Speed[mV]_-1_Avg,LF.RFVpp[V]_-1_Avg,Dynamic Process@_-1_Avg,ChamberPressure@[mTorr]_-1_Avg,UpperBRTemp[degC]_-1_Avg,UpperFlowRate[L/min]_-1_Avg,O2    (15)Flow@[SCCM]_-1_Avg,Gas3 P1 Press[_kgf/cm2G]_-1_Avg,MiddleFlowRatio@_-1_Avg,EdgeHePress@[Torr]_-1_Avg,HF.RF Power(H)[W]_-1_Avg,Edge Flow Ratio_-1_Avg,UpperBR.Valve[L/min]_-1_Avg,Gas4 Valve Output[%]_-1_Avg,HF.PulseDuty@[%]_-1_Avg,UpperTemp[degC]_-1_Avg,APCHeat OutPut[%]_-1_Avg,C4F6  (3)Flow@[SCCM]_-1_Avg,Gas12 Valve Output[%]_-1_Avg,O2    (15)Flow[SCCM]_-1_Avg,Gas9 P1 Press[_kgf/cm2G]_-1_Avg,HF.RFVpp[V]_-1_Avg,Edge He Flow[SCCM]_-1_Avg,Gas12 P1 Press[_kgf/cm2G]_-1_Avg,Center Gas Flow[SCCM]_-1_Avg,Gas8 Temp[degC]_-1_Avg,Pin Torque[mV]_-1_Avg,DeposhieldTopTemp[degC]_-1_Avg,Gas13 P2 Press[_kgf/cm2G]_-1_Avg,DATA-A_-1_Avg,Gas2 Temp[degC]_-1_Avg,Gas4 Temp[degC]_-1_Avg,Edge Gas Flow[SCCM]_-1_Avg,Gas6 Temp[degC]_-1_Avg,Gas5 P2 Press[_kgf/cm2G]_-1_Avg,DeposhieldTopTemp@[degC]_-1_Avg,Gas4 P1 Press[_kgf/cm2G]_-1_Avg,Gas12 P2 Press[_kgf/cm2G]_-1_Avg,DATA-D_-1_Avg,HF Mag_-1_Avg,Gas4 P2 Press[_kgf/cm2G]_-1_Avg,ChamberPressure[mTorr]_-1_Avg,LF Mag_-1_Avg,C4F6  (3)Flow[SCCM]_-1_Avg,Gas5 Valve Output[%]_-1_Avg,Gas13 Valve Output[%]_-1_Avg,Gas16 Valve Output[%]_-1_Avg,LowerTemp@[degC]_-1_Avg,Gas13 P1 Press[_kgf/cm2G]_-1_Avg,Gas8 Valve Output[%]_-1_Avg,ShutterTemp@[degC]_-1_Avg,Gas5 P1 Press[_kgf/cm2G]_-1_Avg,Gas14 Temp[degC]_-1_Avg,Gas3 Valve Output[%]_-1_Avg,ShutterHeat OutPut[%]_-1_Avg,DATA-B_-1_Avg,Gas9 P2 Press[_kgf/cm2G]_-1_Avg,Gas3 Temp[degC]_-1_Avg,ESCVoltage@[V]_-1_Avg,Center Flow Ratio_-1_Avg,CenterFlowRatio@_-1_Avg,Gas11 Valve Output[%]_-1_Avg,EdgeFlowRatio@_-1_Avg,Gas10 Temp[degC]_-1_Avg,Gas7 Temp[degC]_-1_Avg,UpperELTemp[degC]_-1_Avg,C1Pos@_-1_Avg,Gas16 P2 Press[_kgf/cm2G]_-1_Avg,C2Pos@_-1_Avg,Middle Flow Ratio_-1_Avg,Dynamic Process_-1_Avg,Gas8 P2 Press[_kgf/cm2G]_-1_Avg,Gas9 Valve Output[%]_-1_Avg,C2Pos_-1_Avg,Gas14 P1 Press[_kgf/cm2G]_-1_Avg,C1Pos_-1_Avg,Gas3 P2 Press[_kgf/cm2G]_-1_Avg,Gas11 P2 Press[_kgf/cm2G]_-1_Avg,Gas2 P2 Press[_kgf/cm2G]_-1_Avg,Gas6 P1 Press[_kgf/cm2G]_-1_Avg,UpperHeat OutPut[%]_-1_Avg,HF.RF Power(L)[W]_-1_Avg,Gas10 P2 Press[_kgf/cm2G]_-1_Avg,Runtime[sec]_-1_Avg,Gas15 Temp[degC]_-1_Avg,DATA-C_-1_Avg,Gas15 Valve Output[%]_-1_Avg,Gas13 Temp[degC]_-1_Avg,HF.RF Power(H)@[W]_-1_Avg,LF Phase_-1_Avg,Gas7 Valve Output[%]_-1_Avg,HF.RF Power(L)@[W]_-1_Avg,Gas11 Temp[degC]_-1_Avg,APC Temp[degC]_-1_Avg,Gas2 Valve Output[%]_-1_Avg,UpperCoolHeat OutPut[%]_-1_Avg,UpperTemp@[degC]_-1_Avg,Gas15 P1 Press[_kgf/cm2G]_-1_Avg,HF.Pulse Duty[%]_-1_Avg,C4F8  (14)Flow[SCCM]_-1_Avg,Gas10 Valve Output[%]_-1_Avg,Gas10 P1 Press[_kgf/cm2G]_-1_Avg,APCTemp@[degC]_-1_Avg,EdgeHePress[Torr]_-1_Avg,Middle Gas Flow[SCCM]_-1_Avg,ShutterTemp[degC]_-1_Avg,Gas7 P1 Press[_kgf/cm2G]_-1_Avg,ESC Voltage[V]_-1_Avg,ESC Current[uA]_-1_Avg,Gas7 P2 Press[_kgf/cm2G]_-1_Avg,Gas15 P2 Press[_kgf/cm2G]_-1_Avg
SEC_ESTTF51_FJ4197/PM-1,Process/P1/RUN/T-WLDC-60-ARP9,2022/4/14 14:45,2022/4/14 14:46,F09GC.U2_050158,F09GC.U2_050158,3,-0.71,59.99352,-1.02,-0.83,29.8,30.4,501.88007,19.170502,28.8,-1.02,29.9,0,30.73906,0,0,-0.8,1.2941815,0,0,0,427.32544,35,15.2,0,-1.01,36.32026,0,358.2577,37.125282,0.4,0,0,149.94197,68.155594,0,0,-0.002,-0.31,361.02106,0,-1.02,377.54034,29,0,149.7282,1.32,0,44,31.7,694.45056,28.6,-0.66727716,150,-0.67,-1.02,0,487.1475,-0.67,412.80664,500,0.004,7.915073,0.1,0,60,1.32,0,150,-0.46962723,41.1,0,63.857376,0,-0.31,37.2,0,45.16888,45.33809,51.67974,37.140358,29.371637,29,149.94197,0,-1.02,0,36.545055,0,-0.81,0,417.48785,-1.02,311.4068,-1.02,-0.58316046,-0.71,-0.83,58.188007,0,-0.87,30.9,31.7,0,0,30.4,358.83307,500,8.785737,0,29.056402,90,0,20,150,-1.02,0,0,0,-0.87,90,0.13598055,410.28882,149.67941,0.6284927,0,0.18314424,0.22602917,-1.02
SEC_ESTTF51_FJ4197/PM-1,Process/P1/RUN/T-WLDC-60-ARP9,2022/4/14 13:56,2022/4/14 13:57,F0A63.U4_043855,F0A63.U4_043855,15,-0.7,60,-1.02,-0.8,29.8,30.4,501.88455,19.121952,28.8,-1.02,29.9,0,30.943089,0,0,-0.8,1.2910569,0,0,0,426.76392,35,15.2,0,-1.01,36.33106,0,359.6114,38.564228,0.4,0,0,149.95383,68.34146,0,0,-0.002,-0.36,362.04065,0,-1.02,379.06406,29,0,149.71204,1.31,0,43.8,31.7,691.0029,28.6,-0.6262114,150,-0.67,-1.02,0,486.49756,-0.67,411.31284,500,0.004,7.936748,0.1,0,60,1.31,0,150,-0.4278374,41.1,0,63.780487,0,-0.36,37.3,0,46.773983,45.378212,51.565365,37.15057,29.4,29,149.95383,0,-1.02,0,38.45447,0,-0.81,0,417.49432,-1.02,311.0943,-1.02,-0.579252,-0.7,-0.8,57.04065,0,-0.86,30.8,31.7,0,0,30.4,360,500,8.794472,0,29.053171,90,0,20,150,-1.02,0,0,0,-0.86,90,0.13284554,414.40082,149.66049,0.7030894,0,0.16747968,0.29907316,-1.02
SEC_ESTTF51_FJ4197/PM-1,Process/P1/RUN/T-WLDC-60-ARP9,2022/4/14 9:50,2022/4/14 9:51,F09RV.U3_121944,F09RV.U3_121944,10,-0.72,60.005196,-1.02,-0.72,29.8,30.4,502.52924,19.191721,28.8,-1.02,29.9,0,31.074675,0,0,-0.8,1.2926786,0,0,0,427.04514,35,15.2,0,-1.01,36.32565,0,358.9448,33.893505,0.4,0,0,149.9823,68.75325,0,0,-0.002,-0.33,361.4594,-0.003571429,-1.02,380.17694,29,0,149.7435,1.31,0,43.9,31.7,694.3529,28.6,-0.5265747,150,-0.69,-1.02,0,488.0893,-0.68,411.86414,500,0.004,7.9262986,0.1,0,60,1.31,0,150,-0.32849026,41.1,0,64.12013,0,-0.33,37.3,0,42.252598,45.358116,51.686687,37.145454,29.4,29,149.9823,0,-1.02,0,33.410553,0,-0.81,0,417.2987,-1.02,311.4529,-1.02,-0.5837175,-0.72,-0.72,57.340908,0,-0.87,30.85,31.7,0,0,30.4,359.4156,500,8.781331,0,29.061687,90,0,20,150,-1.02,0,0,0,-0.87,90,0.13441558,411.30746,149.6742,0.43875,0,0.24837662,0.035925325,-1.02
SEC_ESTTF51_FJ4197/PM-1,Process/P1/RUN/T-WLDC-60-ARP9,2022/4/14 9:45,2022/4/14 9:46,F09RV.U3_121944,F09RV.U3_121944,8,-0.69,60.009724,-1.02,-0.8,29.8,30.4,501.72284,19.160778,28.8,-1.02,29.9,0,31.058348,0,0,-0.8,1.2923014,0,0,0,427.32544,35,15.192059,0,-1.01,36.32026,0,358.4603,33.776012,0.4,0,0,149.96759,68.60778,0,0,-0.002,-0.35,361.04053,-0.003403566,-1.02,380.08688,29,0,149.75818,1.32,0,43.9,31.7,692.67554,28.6,-0.6254943,150,-0.69,-1.02,0,487.06644,-0.68,412.52463,500,0.004,7.9181523,0.1,0,60,1.32,0,150,-0.42786062,41.1,0,64.102104,0,-0.35,37.3,0,42.210373,45.33809,51.779415,37.140358,29.4,29,149.96759,0,-1.02,0,33.59854,0,-0.81,0,417.68234,-1.02,311.36142,-1.02,-0.5871475,-0.69,-0.8,57.49595,0,-0.86,30.9,31.7,0,0,30.4,358.83307,500,8.743922,0,29.040356,90,0,20,150,-1.02,0,0,0,-0.86,90,0.16450568,414.5162,149.6261,0.7045543,0,0.22042139,0.30202594,-1.02
SEC_ESTTF51_FJ4197/PM-1,Process/P1/RUN/T-WLDC-60-ARP9,2022/4/14 9:40,2022/4/14 9:41,F09RV.U3_121944,F09RV.U3_121944,7,-0.73,59.997723,-1.02,-0.76,29.7,30.4,501.8374,19.12683,28.8,-1.02,29.9,0,30.730082,0,0,-0.8,1.2879187,0,0,0,426.76392,35,15.2,0,-1.01,36.33106,0,359.47156,38.78374,0.4,0,0,149.97073,68.25854,0,0,-0.002,-0.35998374,362.18048,-0.004065041,-1.02,378.43057,29,0,149.7756,1.32,0,43.9,31.7,695.7026,28.6,-0.58492684,150,-0.69,-1.02,0,487.239,-0.68,410.98715,500,0.004,7.9333334,0.1,0,60,1.32,0,150,-0.38650405,41.127155,0,63.720325,0,-0.36,37.238373,0,46.719513,45.378212,51.502766,37.15057,29.4,29,149.97073,0,-1.02,0,38.154472,0,-0.81,0,417.51056,-1.02,311.1317,-1.02,-0.5812846,-0.73,-0.76,57.404877,0,-0.88,30.8,31.7,0,0,30.4,360,500,8.799187,0,29.013659,90,0,20,150,-1.02,0,0,0,-0.88,90,0.17788617,410.34863,149.63008,0.36390245,0,0.18048781,-0.039756097,-1.02
SEC_ESTTF51_FJ4197/PM-1,Process/P1/RUN/T-WLDC-60-ARP9,2022/4/14 9:35,2022/4/14 9:36,F09RV.U3_121944,F09RV.U3_121944,6,-0.69,60.00259,-1.02,-0.79,29.8,30.4,501.82687,19.059223,28.8,-1.02,29.9,0,31.048544,0,0,-0.8,1.2930583,0,0,0,427.60486,35,15.2,0,-1.01,36.314888,0,357.70712,35.56505,0.4,0,0,149.98221,68.258896,0,0,-0.002,-0.34650487,360.3139,-0.002750809,-1.02,378.2131,29,0,149.71942,1.32,0,43.9,31.7,697.08704,28.6,-0.60063106,150,-0.69,-1.02,0,487.0534,-0.68,412.6296,500,0.004,7.826861,0.09983819,0,60,1.32,0,150,-0.40522653,41.1,0,63.556633,0,-0.35,37.3,0,43.593365,45.318123,51.783657,37.135277,29.4,29,149.98221,0,-1.02,0,34.868446,0,-0.81,0,417.93365,-1.02,311.57767,-1.02,-0.5859223,-0.69,-0.79,57.063107,0,-0.87,30.95,31.7,0,0,30.4,358.25244,500,8.725405,0,29.090292,90,0,20,150,-1.02,0,0,0,-0.87,90,0.13673139,410.09158,149.65227,0.5298867,0,0.2524272,0.12820388,-1.02
SEC_ESTTF51_FJ4197/PM-1,Process/P1/RUN/T-WLDC-60-ARP9,2022/4/14 9:30,2022/4/14 9:31,F09RV.U3_121944,F09RV.U3_121944,5,-0.7,60.012478,-1.02,-0.83,29.8,30.4,502.30307,19.102755,28.8,-1.02,29.9,0,31.111832,0,0,-0.8,1.2945057,0,0,0,427.32544,35,15.2,0,-1.01,36.32026,0,358.52835,33.90486,0.4,0,0,149.98363,68.745544,0,0,-0.002004862,-0.3,360.68558,-0.003241491,-1.02,380.00778,29,0,149.73727,1.31,0,43.9,31.7,695.65625,28.6,-0.6754133,150,-0.69,-1.02,0,488.61588,-0.68,412.5645,500,0.004,7.9136143,0.1,0,60,1.31,0,150,-0.4695948,41.181686,0,63.735817,0,-0.3,37.3,0,42.192543,45.33809,51.78995,37.140358,29.4,29,149.98363,0,-1.02,0,33.391087,0,-0.81,0,417.6888,-1.02,311.56403,-1.02,-0.58376014,-0.7,-0.83,56.538086,0,-0.86,30.9,31.7,0,0,30.4,358.83307,500,8.7557535,0,29.053808,90,0,20,150,-1.02,0,0,0,-0.86,90,0.15170178,411.62268,149.57407,0.6869206,0,0.22042139,0.28448945,-1.02
SEC_ESTTF51_FJ4197/PM-1,Process/P1/RUN/T-WLDC-60-ARP9,2022/4/14 8:17,2022/4/14 8:18,F0A0K.F3_110250,F0A0K.F3_110250,25,-0.73,60.011707,-1.02,-0.73,29.8,30.4,502.0943,19.13496,28.8,-1.02,29.9,0,31.177237,0,0,-0.8,1.2904065,0,0,0,426.76392,35,15.2,0,-1.01,36.33106,0,359.4748,38.84797,0.4,0,0,149.97723,69.11382,0,0,-0.002,-0.36,362.11383,-3.25E-04,-1.02,378.14667,29,0,149.73187,1.32,0,43.9,31.7,696.84924,28.6,-0.55144715,150,-0.71,-1.02,0,485.79837,-0.71,411.54993,500,0.003980488,7.935935,0.1,0,60,1.32,0,150,-0.3530569,41.1,0,64.22276,0,-0.36,37.3,0,46.69187,45.378212,51.653008,37.15057,29.4,29,149.97723,0,-1.02,0,38.095123,0,-0.81,0,417.2374,-1.02,311.12845,-1.02,-0.58500814,-0.73,-0.73,57.209755,0,-0.88,30.8,31.7,0,0,30.4,360,500,8.794797,0,29.087317,90,0,20,150,-1.02,0,0,0,-0.88,90,0.13544716,409.4631,149.613,0.35650405,0,0.23739837,-0.04699187,-1.02
SEC_ESTTF51_FJ4197/PM-1,Process/P1/RUN/T-WLDC-60-ARP9,2022/4/14 7:35,2022/4/14 7:36,F08FG.U5_100043,F08FG.U5_100043,24,-0.72,59.997723,-1.02,-0.77,29.8,30.4,501.91544,19.21366,28.8,-1.02,29.9,0,31.235773,0,0,-0.8,1.2917398,0,0,0,426.76392,35,15.2,0,-1.01,36.33106,0,359.53497,38.830894,0.4,0,0,149.93983,68.98537,0,0,-0.002,-0.34,362.51382,0,-1.02,377.75156,29,0,149.72342,1.32,0,44,31.8,696.3205,28.6,-0.5926016,150,-0.71,-1.02,0,487.51056,-0.71,411.81186,500,0.004,7.9430895,0.1,0,60,1.32,0,150,-0.39429268,41.1,0,64.476425,0,-0.34,37.3,0,46.727642,45.378212,51.713333,37.15057,29.4,29,149.93983,0,-1.02,0,38.04634,0,-0.81,0,416.86017,-1.02,311.08456,-1.02,-0.5849919,-0.72,-0.77,58.447155,0,-0.87,30.8,31.7,0,0,30.5,360,500,8.764715,0,29.116585,90,0,20,150,-1.02,0,0,0,-0.87,90,0.13821138,408.7644,149.65529,0.6303415,0,0.20813008,0.22658537,-1.02
SEC_ESTTF51_FJ4197/PM-1,Process/P1/RUN/T-WLDC-60-ARP9,2022/4/14 7:30,2022/4/14 7:31,F08FG.U5_100043,F08FG.U5_100043,20,-0.7,59.998375,-1.02,-0.8,29.8,30.4,501.50082,19.123577,28.8,-1.02,29.9,0,31.196749,0,0,-0.8,1.2908618,0,0,0,426.76392,35,15.2,0,-1.01,36.33106,0,359.587,40.33122,0.4,0,0,149.96097,68.82276,0,0,-0.002,-0.37,362.32684,0,-1.02,376.1052,29,0,149.72147,1.32,0,44,31.8,693.19543,28.6,-0.63445526,150,-0.71,-1.02,0,488.08292,-0.71,411.08374,500,0.004,7.9308944,0.1,0,60,1.32,0,150,-0.43606505,41.197887,0,64.40325,0,-0.37,37.3,0,48.245365,45.378212,51.575447,37.15057,29.4,29,149.96097,0,-1.02,0,39.675934,0,-0.81,0,416.87967,-1.02,311.08292,-1.02,-0.57993495,-0.7,-0.8,58.452034,0,-0.86,30.8,31.7,0,0,30.5,360,500,8.795935,0,29.100813,90,0,20,150,-1.02,0,0,0,-0.86,90,0.13463415,408.84,149.67789,0.6535447,0,0.19349593,0.2495935,-1.02
SEC_ESTTF51_FJ4197/PM-1,Process/P1/RUN/T-WLDC-60-ARP9,2022/4/14 3:26,2022/4/14 3:27,F03ND.U2_055830,F03ND.U2_055830,10,-0.73,60.001625,-1.02,-0.75,29.8,30.4,501.58862,19.12439,28.8,-1.02,29.9,0,31.226017,0,0,-0.8,1.2924228,0,0,0,426.76392,35,15.2,0,-1.01,36.33106,0,359.64716,38.733334,0.4,0,0,149.9496,68.69756,0,0,-0.002,-0.37,362.19675,0,-1.02,379.1304,29,0,149.72374,1.31,0,44,31.8,694.6956,28.6,-0.5678862,150,-0.71,-1.02,0,487.80325,-0.71,411.80066,500,0.004,7.9544716,0.1,0,60,1.31,0,150,-0.36952844,41.197235,0,64.22276,0,-0.37,37.3,0,46.78293,45.378212,51.750244,37.15057,29.4,29,149.9496,0,-1.02,0,38.18049,0,-0.81,0,417.51056,-1.02,311.0748,-1.02,-0.5835122,-0.73,-0.75,57.86992,0,-0.88,30.8,31.7,0,0,30.4,360,500,8.785366,0,29.107805,90,0,20,150,-1.02,0,0,0,-0.88,90,0.13512196,410.65952,149.66862,0.6051382,0,0.19512194,0.20141463,-1.02
SEC_ESTTF51_FJ4197/PM-1,Process/P1/RUN/T-WLDC-60-ARP9,2022/4/14 3:21,2022/4/14 3:22,F03ND.U2_055830,F03ND.U2_055830,7,-0.72,59.998695,-1.02,-0.75,29.8,30.4,502.1482,19.171661,28.8,-1.02,29.9,0,31.114006,0,0,-0.8,1.2920521,0,0,0,426.48175,35,15.2,0,-1.01,36.336483,0,360.05374,38.799023,0.4,0,0,149.97133,68.39739,0,0,-0.002,-0.34,362.73615,0,-1.02,377.2394,29,0,149.72736,1.32,0,44,31.8,694.9495,28.6,-0.57625407,150,-0.71,-1.02,0,487.29803,-0.71,411.28943,500,0.003998371,7.9627037,0.1,0,60,1.32,0,150,-0.37758958,41.1,0,64.07329,0,-0.34,37.3,0,46.766777,45.398373,51.73876,37.1557,29.4,29,149.97133,0,-1.02,0,37.978176,0,-0.81,0,417.09933,-1.02,310.97556,-1.02,-0.5829642,-0.72,-0.75,57.16938,0,-0.87,30.75,31.7,0,0,30.4,360.58633,500,8.792671,0,29.119707,90,0,20,150,-1.02,0,0,0,-0.87,90,0.13517915,407.5267,149.68143,0.43982086,0,0.252443,0.035602607,-1.02
SEC_ESTTF51_FJ4197/PM-1,Process/P1/RUN/T-WLDC-60-ARP9,2022/4/14 3:17,2022/4/14 3:18,F03ND.U2_055830,F03ND.U2_055830,6,-0.71,60.005188,-1.02,-0.77,29.8,30.4,502.66125,19.11945,28.8,-1.02,29.9,0,31.141005,0,0,-0.8,1.2931442,0,0,0,427.32544,35,15.2,0,-1.01,36.32026,0,358.45544,42.015884,0.4,0,0,149.99838,68.39546,0,0,-0.002016207,-0.38,360.50568,-0.008103727,-1.02,376.7919,29,0,149.74863,1.32,0,43.9,31.8,696.18933,28.6,-0.59252834,150,-0.71,-1.02,0,487.77472,-0.71,412.23517,500,0.004,7.917504,0.1,0,60,1.32,0,150,-0.3948298,41.1,0,63.93193,0,-0.38,37.3,0,49.714424,45.33809,51.768234,37.140358,29.4,29,149.99838,0,-1.02,0,41.146355,0,-0.81,0,417.50082,-1.02,311.55267,-1.02,-0.58445704,-0.71,-0.77,56.815235,0,-0.88,30.9,31.7,0,0,30.4,358.83307,500,8.75154,0,29.10551,90,0,20,150,-1.02,0,0,0,-0.88,90,0.1363047,407.66937,149.68379,0.5217342,0,0.22528364,0.11943274,-1.02
SEC_ESTTF51_FJ4197/PM-1,Process/P1/RUN/T-WLDC-60-ARP9,2022/4/14 3:12,2022/4/14 3:13,F03ND.U2_055830,F03ND.U2_055830,5,-0.69,59.998375,-1.02,-0.79,29.781952,30.4,502.1301,19.17561,28.8,-1.02,29.9,0,31.291058,0,0,-0.8,1.2918211,0,0,0,426.76392,35,15.2,0,-1.01,36.33106,0,359.5122,33.965527,0.4,0,0,149.97008,68.63252,0,0,-0.002,-0.36,361.72357,-0.003577236,-1.02,379.1714,29,0,149.70505,1.31,0,43.9,31.781626,695.9841,28.6,-0.6098699,150,-0.71,-1.02,0,487.05203,-0.71,411.787,500,0.003892683,7.9357724,0.1,0,60,1.31,0,150,-0.41136587,41.1,0,63.725204,0,-0.36,37.3,0,42.151382,45.378212,51.650894,37.15057,29.4,29,149.97008,0,-1.02,0,33.379673,0,-0.81,0,417.59674,-1.02,311.08456,-1.02,-0.5818537,-0.69,-0.79,57.41626,0,-0.86,30.8,31.7,0,0,30.4,360,500,8.814796,0,29.122438,90,0,20,150,-1.02,0,0,0,-0.86,90,0.13609757,410.96844,149.63902,0.11564228,0,0.22276422,-0.28780487,-1.02
SEC_ESTTF51_FJ4197/PM-1,Process/P1/RUN/T-WLDC-60-ARP9,2022/4/14 1:30,2022/4/14 1:31,F0911.U4_041328,F0911.U4_041328,15,-0.69,60.008144,-1.02,-0.79,29.8,30.4,502.21823,19.25684,28.8,-1.02,29.9,0,31.547232,0,0,-0.8,1.2901466,0,0,0,426.48175,35,15.2,0,-1.01,36.336483,0,360.04886,37.188274,0.4,0,0,149.94724,69.06515,0,0,-0.002,-0.35,363.00977,0,-1.02,379.1904,29,0,149.71727,1.32,0,43.9,31.8,695.4148,28.6,-0.60993487,150,-0.73,-1.0199838,0,487.59122,-0.73,411.43436,500,0.004,7.949837,0.1,0,60,1.32,0,150,-0.41114005,41.1,0,64.522804,0,-0.35,37.3,0,45.28599,45.398373,51.57443,37.1557,29.4,29,149.94724,0,-1.02,0,36.55472,0,-0.81,0,416.4544,-1.02,310.95602,-1.02,-0.5826222,-0.69,-0.79,58.368076,0,-0.86,30.75,31.7,0,0,30.4,360.58633,500,8.813192,0,29.116123,90,0,20,150,-1.02,0,0,0,-0.86,90,0.13534202,410.15814,149.64397,0.26486972,0,0.22149837,-0.13941368,-1.02
SEC_ESTTF51_FJ4197/PM-1,Process/P1/RUN/T-WLDC-60-ARP9,2022/4/14 1:25,2022/4/14 1:26,F0911.U4_041328,F0911.U4_041328,11,-0.7,60,-1.02,-0.8,29.8,30.4,501.95114,19.170847,28.8,-1.02,29.9,0,31.705212,0,0,-0.8,1.2910423,0,0,0,426.48175,35,15.2,0,-1.01,36.336483,0,360.0065,37.163845,0.4,0,0,149.97069,69.2557,0,0,-0.002104234,-0.37,362.89902,0,-1.02,378.00912,29,0,149.69675,1.32,0,43.9,31.8,695.759,28.6,-0.6263192,150,-0.73,-1.02,0,486.39902,-0.73,411.5635,500,0.004,7.951792,0.1,0,60,1.31,0,150,-0.42758957,41.1,0,64.64658,0,-0.37,37.3,0,45.21596,45.398373,51.69332,37.1557,29.4,29,149.97069,0,-1.02,0,36.45049,0,-0.81,0,417.04236,-1.02,310.95114,-1.02,-0.5829153,-0.7,-0.8,58.214985,0,-0.86,30.75,31.7,0,0,30.428665,360.58633,500,8.809609,0,29.11873,90,0,20,150,-1.02,0,0,0,-0.86,90,0.13517915,409.32687,149.5316,0.6950326,0,0.2198697,0.2903746,-1.02
SEC_ESTTF51_FJ4197/PM-1,Process/P1/RUN/T-WLDC-60-ARP9,2022/4/14 1:13,2022/4/14 1:15,F0911.U3_032854,F0911.U3_032854,10,-0.71,60.003254,-1.02,-0.72,29.8,30.5,502.75934,19.122765,28.8,-1.02,29.9,0,31.147968,0,0,-0.8,1.2921301,0,0,0,426.76392,35,15.2,0,-1.01,36.33106,0,359.56097,38.79187,0.4,0,0,149.9626,68.629265,0,0,-0.002004878,-0.32,362.03253,0,-1.02,377.20486,29,0,149.73122,1.32,0,44,31.8,695.8585,28.638374,-0.5265366,150,-0.73,-1.02,0,488.7756,-0.73,411.56277,500,0.004,7.951057,0.1,0,60,1.32,0,150,-0.3281301,41.18179,0,64.312195,0,-0.32,37.3,0,46.71707,45.378212,51.642765,37.15057,29.4,29,149.9626,0,-1.02,0,37.9626,0,-0.81,0,416.7187,-1.02,311.27643,-1.02,-0.58346343,-0.71,-0.72,58.44553,0,-0.87,30.8,31.8,0,0,30.5,360,500,8.785528,0,29.124716,90,0,20,150,-1.02,0,0,0,-0.87,90,0.13691057,408.1179,149.68536,0.38157722,0,0.19186991,-0.02196748,-1.02
SEC_ESTTF51_FJ4197/PM-1,Process/P1/RUN/T-WLDC-60-ARP9,2022/4/14 1:09,2022/4/14 1:10,F0911.U3_032854,F0911.U3_032854,9,-0.69,60.00813,-1.02,-0.77,29.8,30.422764,502.0813,19.1187,28.8,-1.02,29.9,0,31.430895,0,0,-0.8,1.2921301,0,0,0,426.76392,35,15.2,0,-1.01,36.33106,0,359.5366,38.553658,0.4,0,0,149.94814,69.30081,0,0,-0.002,-0.35,362.3057,0,-1.02,377.26505,29,0,149.74829,1.31,0,44,31.8,690.8577,28.654797,-0.5928455,150,-0.73,-1.02,0,486.10406,-0.73,411.5301,500,0.003972358,7.942927,0.1,0,60,1.31,0,150,-0.39450407,41.1,0,64.63902,0,-0.35,37.3,0,46.73171,45.378212,51.654472,37.15057,29.4,29,149.94814,0,-1.02,0,38.3374,0,-0.81,0,417.226,-1.02,311.08456,-1.02,-0.5834309,-0.69,-0.77,59.06504,0,-0.87,30.8,31.8,0,0,30.5,360,500,8.797886,0,29.09626,90,0,20,150,-1.02,0,0,0,-0.87,90,0.15837398,413.0577,149.6439,0.3729431,0,0.2406504,-0.030504065,-1.02
SEC_ESTTF51_FJ4197/PM-1,Process/P1/RUN/T-WLDC-60-ARP9,2022/4/14 1:04,2022/4/14 1:05,F0911.U3_032854,F0911.U3_032854,8,-0.7,60.003254,-1.02,-0.81,29.8,30.418373,502.09106,19.120325,28.8,-1.02,29.9,0,31.495935,0,0,-0.8,1.292374,0,0,0,426.76392,35,15.2,0,-1.01,36.33106,0,359.58212,38.76829,0.4,0,0,149.98456,69.32358,0,0,-0.002004878,-0.31,362.20975,-0.003577236,-1.02,377.54553,29,0,149.74,1.32,0,44,31.8,695.62274,28.6,-0.64274794,150,-0.73,-1.02,0,486.89432,-0.73,411.70715,500,0.003993496,7.9414635,0.1,0,60,1.32,0,150,-0.444374,41.1,0,64.80163,0,-0.31,37.3,0,46.761787,45.378212,51.770893,37.15057,29.4,29,149.98456,0,-1.02,0,37.960163,0,-0.81,0,416.91708,-1.02,311.11707,-1.02,-0.58666664,-0.7,-0.81,57.377235,0,-0.86,30.8,31.8,0,0,30.5,360,500,8.711545,0,29.10878,90,0,20,150,-1.02,0,0,0,-0.86,90,0.14487804,408.01382,149.64261,0.6592358,0,0.22276422,0.2586504,-1.02
